装备ID,名字,名字,装备显示图片,子弹路径,子弹名,武器特效路径,武器特效名,装备绑定特效路径,装备绑定特效名,子弹速度,是否能够攻击,音效事件名称,装备位置,最大等级,星级,允许职业,升级路径1,升级路径2,生命值,每等级生命,物理基础攻击下限,物理基础攻击下限每等级,物理基础攻击上限,物理基础攻击上限每等级,魔法基础攻击下限,魔法基础攻击下限每等级,魔法基础攻击上限,魔法基础攻击上限每等级,暴击等级,暴击成长,命中等级,命中成长,速度等级,速度成长,附带技能,售出价格,吞噬获取经验,吞噬获取经验/等级,基础战斗力,战斗力每等级,最大等级,基础分数加成%,加分成长%,装备icon,进阶消耗金币,进阶材料1,进阶材料1数量,进阶材料2,进阶材料2数量,进阶材料3,进阶材料3数量,进阶材料4,进阶材料4数量,进阶材料5,进阶材料5数量,音乐
HS00S2T10_3,橙色左轮02_3,橙色左轮3,wpn_gunner_02_05_03.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,1,95,5,4,0,0,1,1,577,0.085,638,0.085,0,0,0,0,0,0,225,0.085,0,0,gunner_basicattack0205_3,25,100,10,225,34,95,100,0.0,icn_wpn_gunner_02_05_03.png,20000,0,,0,,0,,0,,0,,gunner_basicattack02.mp3
HS00S2T10_4,橙色左轮02_4,橙色左轮4,wpn_gunner_02_05_04.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,1,100,5,4,0,0,1,1,616,0.085,680,0.085,0,0,0,0,0,0,240,0.085,0,0,gunner_basicattack0205_4,25,100,10,240,36,100,100,0.0,icn_wpn_gunner_02_05_04.png,20000,0,,0,,0,,0,,0,,gunner_basicattack02.mp3
HS00S3T1,学徒轻弩03,学徒轻弩,wpn_gunner_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,10,1,4,HS00S3T2,0,1,1,171,0.085,189,0.085,0,0,0,0,0,0,50,0.085,0,0,gunner_basicattack0301,25,100,10,50,8,10,1,1.0,icn_wpn_gunner_03_01.png,0,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T2,驱魔轻弩03,驱魔轻弩,wpn_gunner_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,25,2,4,HS00S3T3_1,HS00S3T3_2,1,1,257,0.085,284,0.085,0,0,0,0,0,0,75,0.085,0,0,gunner_basicattack0301,25,100,10,75,11,25,25,0.4,icn_wpn_gunner_03_02.png,2000,ma010204,1,ma010203,1,,,,,0,,gunner_basicattack03.mp3
HS00S3T3_1,秘银轻弩03_1,秘银轻弩,wpn_gunner_03_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,40,3,4,HS00S3T4_1,0,1,1,342,0.085,378,0.085,0,0,0,0,0,0,100,0.085,0,0,gunner_basicattack0303_1,25,100,10,100,15,40,40,0.0,icn_wpn_gunner_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T4_1,秘银轻弩03_1+1,秘银轻弩,wpn_gunner_03_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,45,3,4,HS00S3T5_1,0,1,1,376,0.085,416,0.085,0,0,0,0,0,0,110,0.085,0,0,gunner_basicattack0303_1,25,100,10,110,17,45,40,0.0,icn_wpn_gunner_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T5_1,秘银轻弩03_1+2,秘银轻弩,wpn_gunner_03_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,50,3,4,HS00S3T6_1,0,1,1,410,0.085,454,0.085,0,0,0,0,0,0,120,0.085,0,0,gunner_basicattack0303_1,25,100,10,120,18,50,40,0.6,icn_wpn_gunner_03_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T6_1,真银轻弩03_1,真银轻弩,wpn_gunner_03_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,65,4,4,HS00S3T7_1,0,1,1,513,0.085,567,0.085,0,0,0,0,0,0,150,0.085,0,0,gunner_basicattack0303_1,25,100,10,150,23,65,80,0.0,icn_wpn_gunner_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T7_1,真银轻弩03_1+1,真银轻弩,wpn_gunner_03_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,70,4,4,HS00S3T8_1,0,1,1,547,0.085,605,0.085,0,0,0,0,0,0,160,0.085,0,0,gunner_basicattack0303_1,25,100,10,160,24,70,80,0.0,icn_wpn_gunner_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T8_1,真银轻弩03_1+2,真银轻弩,wpn_gunner_03_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,75,4,4,HS00S3T9_1,0,1,1,581,0.085,643,0.085,0,0,0,0,0,0,170,0.085,0,0,gunner_basicattack0303_1,25,100,10,170,26,75,80,0.0,icn_wpn_gunner_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T9_1,真银轻弩03_1+3,真银轻弩,wpn_gunner_03_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,80,4,4,,,1,1,616,0.085,680,0.085,0,0,0,0,0,0,180,0.085,0,0,gunner_basicattack0303_1,25,100,10,180,27,80,80,0.2,icn_wpn_gunner_03_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack03.mp3
HS00S3T10_1,橙色轻弩03_1,橙色轻弩1,wpn_gunner_03_05_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,95,5,4,0,0,1,1,770,0.085,851,0.085,0,0,0,0,0,0,225,0.085,0,0,gunner_basicattack0305_1,25,100,10,225,34,95,100,0.0,icn_wpn_gunner_03_05_01.png,20000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T10_2,橙色轻弩03_2,橙色轻弩2,wpn_gunner_03_05_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,100,5,4,0,0,1,1,821,0.085,907,0.085,0,0,0,0,0,0,240,0.085,0,0,gunner_basicattack0305_2,25,100,10,240,36,100,100,0.0,icn_wpn_gunner_03_05_02.png,20000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T3_2,炸烈重弩03_2,炸烈重弩,wpn_gunner_03_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,40,3,4,HS00S3T4_2,0,1,1,342,0.085,378,0.085,0,0,0,0,0,0,100,0.085,0,0,gunner_basicattack0303_2,25,100,10,100,15,40,40,0.0,icn_wpn_gunner_03_03_02.png,5000,ma030301,1,ma030308,1,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T4_2,炸烈重弩03_2+1,炸烈重弩,wpn_gunner_03_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,45,3,4,HS00S3T5_2,0,1,1,376,0.085,416,0.085,0,0,0,0,0,0,110,0.085,0,0,gunner_basicattack0303_2,25,100,10,110,17,45,40,0.0,icn_wpn_gunner_03_03_02.png,5000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T5_2,炸烈重弩03_2+2,炸烈重弩,wpn_gunner_03_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,50,3,4,HS00S3T6_2,0,1,1,410,0.085,454,0.085,0,0,0,0,0,0,120,0.085,0,0,gunner_basicattack0303_2,25,100,10,120,18,50,40,0.6,icn_wpn_gunner_03_03_02.png,5000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T6_2,爆烈重弩03_2,爆烈重弩,wpn_gunner_03_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,65,4,4,HS00S3T7_2,0,1,1,513,0.085,567,0.085,0,0,0,0,0,0,150,0.085,0,0,gunner_basicattack0303_2,25,100,10,150,23,65,80,0.0,icn_wpn_gunner_03_04_02.png,10000,ma030401,1,ma030409,1,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T7_2,爆烈重弩03_2+1,爆烈重弩,wpn_gunner_03_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,70,4,4,HS00S3T8_2,0,1,1,547,0.085,605,0.085,0,0,0,0,0,0,160,0.085,0,0,gunner_basicattack0303_2,25,100,10,160,24,70,80,0.0,icn_wpn_gunner_03_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T8_2,爆烈重弩03_2+2,爆烈重弩,wpn_gunner_03_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,75,4,4,HS00S3T9_2,0,1,1,581,0.085,643,0.085,0,0,0,0,0,0,170,0.085,0,0,gunner_basicattack0303_2,25,100,10,170,26,75,80,0.0,icn_wpn_gunner_03_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T9_2,爆烈重弩03_2+3,爆烈重弩,wpn_gunner_03_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,80,4,4,,,1,1,616,0.085,680,0.085,0,0,0,0,0,0,180,0.085,0,0,gunner_basicattack0303_2,25,100,10,180,27,80,80,0.2,icn_wpn_gunner_03_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T10_3,橙色轻弩03_3,橙色轻弩3,wpn_gunner_03_05_03.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,95,5,4,0,0,1,1,770,0.085,851,0.085,0,0,0,0,0,0,225,0.085,0,0,gunner_basicattack0305_3,25,100,10,225,34,95,100,0.0,icn_wpn_gunner_03_05_03.png,20000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS00S3T10_4,橙色轻弩03_4,橙色轻弩4,wpn_gunner_03_05_04.png,Eff/Tower/gunner/eff_gunner_BasicAttack3,eff_gunner_BasicAttack3,0,0,0,0,0.2,1,onSoundCB,1,100,5,4,0,0,1,1,821,0.085,907,0.085,0,0,0,0,0,0,240,0.085,0,0,gunner_basicattack0305_4,25,100,10,240,36,100,100,0.0,icn_wpn_gunner_03_05_04.png,20000,0,,0,,0,,0,,0,,gunner_basicattack03.mp3
HS10S1T1,简易火铳01,简易火铳,shd_gunner_01_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,10,1,4,HS10S1T2,0,1,1,92,0.085,102,0.085,0,0,0,0,30,0.085,0,0,0,0,PChainBullet1,25,100,10,50,8,10,1,1.0,icn_shd_gunner_01_01.png,0,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T2,海盗火铳01,海盗火铳,shd_gunner_01_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,25,2,4,HS10S1T3_1,HS10S1T3_2,1,1,139,0.085,153,0.085,0,0,0,0,45,0.085,0,0,0,0,PChainBullet2,25,100,10,75,11,25,25,0.4,icn_shd_gunner_01_02.png,2000,ma010204,1,ma010203,1,,,,,0,,gunner_basicattack01.mp3
HS10S1T3_1,爆破火铳01_1,爆破火铳,shd_gunner_01_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,40,3,4,HS10S1T4_1,0,1,1,185,0.085,204,0.085,0,0,0,0,60,0.085,0,0,0,0,PChainBullet3,25,100,10,100,15,40,40,0.0,icn_shd_gunner_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T4_1,爆破火铳01_1+1,爆破火铳,shd_gunner_01_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,45,3,4,HS10S1T5_1,0,1,1,203,0.085,225,0.085,0,0,0,0,66,0.085,0,0,0,0,PChainBullet3,25,100,10,110,17,45,40,0.0,icn_shd_gunner_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T5_1,爆破火铳01_1+2,爆破火铳,shd_gunner_01_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,50,3,4,HS10S1T6_1,0,1,1,222,0.085,245,0.085,0,0,0,0,72,0.085,0,0,0,0,PChainBullet3,25,100,10,120,18,50,40,0.6,icn_shd_gunner_01_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T6_1,高爆火铳01_1,高爆火铳,shd_gunner_01_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,65,4,4,HS10S1T7_1,0,1,1,277,0.085,306,0.085,0,0,0,0,90,0.085,0,0,0,0,PChainBullet4,25,100,10,150,23,65,80,0.0,icn_shd_gunner_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T7_1,高爆火铳01_1+1,高爆火铳,shd_gunner_01_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,70,4,4,HS10S1T8_1,0,1,1,295,0.085,327,0.085,0,0,0,0,96,0.085,0,0,0,0,PChainBullet4,25,100,10,160,24,70,80,0.0,icn_shd_gunner_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T8_1,高爆火铳01_1+2,高爆火铳,shd_gunner_01_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,75,4,4,HS10S1T9_1,0,1,1,314,0.085,347,0.085,0,0,0,0,102,0.085,0,0,0,0,PChainBullet4,25,100,10,170,26,75,80,0.0,icn_shd_gunner_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T9_1,高爆火铳01_1+3,高爆火铳,shd_gunner_01_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,80,4,4,,,1,1,332,0.085,367,0.085,0,0,0,0,108,0.085,0,0,0,0,PChainBullet4,25,100,10,180,27,80,80,0.2,icn_shd_gunner_01_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack01.mp3
HS10S1T10_1,橙色火铳01_1,橙色火铳1,shd_gunner_01_05_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,95,5,4,0,0,1,1,416,0.085,459,0.085,0,0,0,0,135,0.085,0,0,0,0,PChainBullet5,25,100,10,225,34,95,100,0.0,icn_shd_gunner_01_05_01.png,20000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T10_2,橙色火铳01_2,橙色火铳2,shd_gunner_01_05_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,100,5,4,0,0,1,1,443,0.085,490,0.085,0,0,0,0,144,0.085,0,0,0,0,PChainBullet5,25,100,10,240,36,100,100,0.0,icn_shd_gunner_01_05_02.png,20000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T3_2,速射火铳01_2,速射火铳,shd_gunner_01_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,40,3,4,HS10S1T4_2,0,1,1,185,0.085,204,0.085,0,0,0,0,60,0.085,0,0,0,0,PAutoShoot1,25,100,10,100,15,40,40,0.0,icn_shd_gunner_01_03_02.png,5000,ma010301,1,ma010308,1,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T4_2,速射火铳01_2+1,速射火铳,shd_gunner_01_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,45,3,4,HS10S1T5_2,0,1,1,203,0.085,225,0.085,0,0,0,0,66,0.085,0,0,0,0,PAutoShoot2,25,100,10,110,17,45,40,0.0,icn_shd_gunner_01_03_02.png,5000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T5_2,速射火铳01_2+2,速射火铳,shd_gunner_01_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,50,3,4,HS10S1T6_2,0,1,1,222,0.085,245,0.085,0,0,0,0,72,0.085,0,0,0,0,PAutoShoot3,25,100,10,120,18,50,40,0.6,icn_shd_gunner_01_03_02.png,5000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T6_2,超速火铳01_1,超速火铳,shd_gunner_01_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,65,4,4,HS10S1T7_2,0,1,1,277,0.085,306,0.085,0,0,0,0,90,0.085,0,0,0,0,PAutoShoot4,25,100,10,150,23,65,80,0.0,icn_shd_gunner_01_04_02.png,10000,ma010401,1,ma010409,1,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T7_2,超速火铳01_2+1,超速火铳,shd_gunner_01_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,70,4,4,HS10S1T8_2,0,1,1,295,0.085,327,0.085,0,0,0,0,96,0.085,0,0,0,0,0,25,100,10,160,24,70,80,0.0,icn_shd_gunner_01_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T8_2,超速火铳01_2+2,超速火铳,shd_gunner_01_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,75,4,4,HS10S1T9_2,0,1,1,314,0.085,347,0.085,0,0,0,0,102,0.085,0,0,0,0,0,25,100,10,170,26,75,80,0.0,icn_shd_gunner_01_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T9_2,超速火铳01_2+3,超速火铳,shd_gunner_01_04_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,80,4,4,,,1,1,332,0.085,367,0.085,0,0,0,0,108,0.085,0,0,0,0,0,25,100,10,180,27,80,80,0.2,icn_shd_gunner_01_04_02.png,10000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T10_3,橙色火铳01_3,橙色火铳3,shd_gunner_01_05_03.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,95,5,4,0,0,1,1,416,0.085,459,0.085,0,0,0,0,135,0.085,0,0,0,0,0,25,100,10,225,34,95,100,0.0,icn_shd_gunner_01_05_03.png,20000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S1T10_4,橙色火铳01_4,橙色火铳4,shd_gunner_01_05_04.png,Eff/Tower/gunner/eff_gunner_BasicAttack,eff_gunner_BasicAttack,0,0,0,0,0.15,1,onSoundCB,2,100,5,4,0,0,1,1,443,0.085,490,0.085,0,0,0,0,144,0.085,0,0,0,0,0,25,100,10,240,36,100,100,0.0,icn_shd_gunner_01_05_04.png,20000,0,,0,,0,,0,,0,,gunner_basicattack01.mp3
HS10S2T1,简易左轮02,简易左轮,shd_gunner_02_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,10,1,4,HS10S2T2,0,1,1,77,0.085,85,0.085,0,0,0,0,50,0.085,0,0,0,0,PPrecisionShoot1,25,100,10,50,8,10,1,1.0,icn_shd_gunner_02_01.png,0,0,,0,,0,,0,,0,,gunner_basicattack02.mp3
HS10S2T2,警长左轮02,警长左轮,shd_gunner_02_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,25,2,4,HS10S2T3_1,HS10S2T3_2,1,1,115,0.085,128,0.085,0,0,0,0,75,0.085,0,0,0,0,PPrecisionShoot2,25,100,10,75,11,25,25,0.4,icn_shd_gunner_02_02.png,2000,ma010204,1,ma010203,1,,,,,0,,gunner_basicattack02.mp3
HS10S2T3_1,黑铁左轮02_1,黑铁左轮,shd_gunner_02_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,40,3,4,HS10S2T4_1,0,1,1,154,0.085,170,0.085,0,0,0,0,100,0.085,0,0,0,0,PPrecisionShoot3,25,100,10,100,15,40,40,0.0,icn_shd_gunner_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T4_1,黑铁左轮02_1+1,黑铁左轮,shd_gunner_02_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,45,3,4,HS10S2T5_1,0,1,1,169,0.085,187,0.085,0,0,0,0,110,0.085,0,0,0,0,PPrecisionShoot3,25,100,10,110,17,45,40,0.0,icn_shd_gunner_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T5_1,黑铁左轮02_1+2,黑铁左轮,shd_gunner_02_03_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,50,3,4,HS10S2T6_1,0,1,1,185,0.085,204,0.085,0,0,0,0,120,0.085,0,0,0,0,PPrecisionShoot3,25,100,10,120,18,50,40,0.6,icn_shd_gunner_02_03_01.png,5000,ma010204,1,ma010203,1,ma010202,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T6_1,黄金左轮02_1,黄金左轮,shd_gunner_02_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,65,4,4,HS10S2T7_1,0,1,1,231,0.085,255,0.085,0,0,0,0,150,0.085,0,0,0,0,PPrecisionShoot4,25,100,10,150,23,65,80,0.0,icn_shd_gunner_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T7_1,黄金左轮02_1+1,黄金左轮,shd_gunner_02_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,70,4,4,HS10S2T8_1,0,1,1,246,0.085,272,0.085,0,0,0,0,160,0.085,0,0,0,0,PPrecisionShoot4,25,100,10,160,24,70,80,0.0,icn_shd_gunner_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T8_1,黄金左轮02_1+2,黄金左轮,shd_gunner_02_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,75,4,4,HS10S2T9_1,0,1,1,262,0.085,289,0.085,0,0,0,0,170,0.085,0,0,0,0,PPrecisionShoot4,25,100,10,170,26,75,80,0.0,icn_shd_gunner_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T9_1,黄金左轮02_1+3,黄金左轮,shd_gunner_02_04_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,80,4,4,,,1,1,277,0.085,306,0.085,0,0,0,0,180,0.085,0,0,0,0,PPrecisionShoot4,25,100,10,180,27,80,80,0.2,icn_shd_gunner_02_04_01.png,10000,ma010401,1,ma010409,1,ma010201,1,ma010301,1,ma010308,1,gunner_basicattack02.mp3
HS10S2T10_1,橙色左轮02_1,橙色左轮1,shd_gunner_02_05_01.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,95,5,4,0,0,1,1,346,0.085,383,0.085,0,0,0,0,225,0.085,0,0,0,0,PPrecisionShoot5,25,100,10,225,34,95,100,0.0,icn_shd_gunner_02_05_01.png,20000,0,,0,,0,,0,,0,,gunner_basicattack02.mp3
HS10S2T10_2,橙色左轮02_2,橙色左轮2,shd_gunner_02_05_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,100,5,4,0,0,1,1,369,0.085,408,0.085,0,0,0,0,240,0.085,0,0,0,0,PPrecisionShoot5,25,100,10,240,36,100,100,0.0,icn_shd_gunner_02_05_02.png,20000,0,,0,,0,,0,,0,,gunner_basicattack02.mp3
HS10S2T3_2,破甲左轮02_2,破甲左轮,shd_gunner_02_03_02.png,Eff/Tower/gunner/eff_gunner_BasicAttack2,eff_gunner_BasicAttack2,0,0,0,0,0.18,1,onSoundCB,2,40,3,4,HS10S2T4_2,0,1,1,154,0.085,170,0.085,0,0,0,0,100,0.085,0,0,0,0,PPenetrationShoot1,25,100,10,100,15,40,40,0.0,icn_shd_gunner_02_03_02.png,5000,ma020301,,ma020308,1,0,,0,,0,,gunner_basicattack02.mp3
